6.858	45.9	1390.6943	2.055593029	0.5	3
6.895	45.871	3451.54	3.194661652	1	3
6.903	45.864	3246.696	3.014525816	0.6	3
6.922	45.857	3111.1143	2.874128544	1	3
6.93	45.839	2970.4541	3.028254788	0.2	3
6.865	45.896	1697.8835	2.209768999	0.8	3
6.872	45.89	2195.8047	2.52270447	0.3	3
6.879	45.887	2557.292	2.643491639	1	3
6.907	45.857	3287.9146	2.960397209	0.8	3
6.902	45.869	3265.0276	3.040715978	0.6	3
6.888	45.878	3345.3303	3.207494595	0.7	3
7.102	46.165	1875.822	2.865419456	0.1	3
7.108	46.162	1649.157	2.740851799	0.1	3
7.107	46.158	1406.104	2.449278036	0.1	3
7.108	46.156	1263.8696	2.308400436	0.1	3
7.127	46.158	917.6437	2.192519522	0.1	3
7.116	46.149	739.8118	2.028934163	0.1	3
7.086	46.126	586.0803	1.93414023	0.1	3
7.342	45.772	1312.8027	13.78910586	1.2	1
7.366	45.72	1061.5891	13.83431891	3.1	1
7.381	45.76	1072.7056	13.26479101	2.4	1
7.386	45.755	867.7319	12.92908612	1.9	1
7.388	45.72	1200.8871	14.59389786	2	1
7.39	45.749	685.1015	12.16397089	1.6	1
7.402	45.742	560.4642	12.16842427	2.8	1
7.412	45.713	1265.637	14.41477119	2.8	1
6.874	45.888	2354.2327	3.584481409	2.8	1
6.355	45.297	609.3281	2.886442905	0.4	1
6.52	45.455	840.2394	2.950477446	0.7	1
6.414	45.259	784.6368	11.11399302	0.5	1
6.576	45.496	935.7536	3.21400417	0.3	1
6.622	45.442	1088.8625	12.79965872	0.8	1
6.539	45.473	824.8685	3.309453085	0.5	1
6.539	45.473	824.8685	3.14279911	0.2	1
6.539	45.473	824.8685	3.128420958	0.2	1
6.467	45.207	1021.4956	11.88125365	1.3	1
6.752	45.61	1012.1242	11.69583564	0.4	1
6.774	45.6	1012.11	12.19760826	1.3	1
6.775	45.59	1202.4214	12.74253913	1.2	1
6.467	45.195	1376.9291	13.38776081	1.3	1
6.783	45.59	1409.0063	12.91564714	1.1	1
6.428	45.211	1437.8904	13.27347797	1.1	1
6.407	45.231	1429.1659	13.92667894	0.5	1
6.415	45.222	1586.6438	14.44706786	1	1
6.79	45.589	1615.8514	14.59306393	1.3	1
6.626	45.606	1852.5569	3.483323047	0.8	1
6.866	45.699	2292.9868	13.9280967	0.2	1
6.888	45.672	2353.0347	15.59407056	1	1
6.496	45.522	550.8932	2.889165946	0.3	1
6.494	45.529	627.6216	2.854877022	0.3	1
6.322	45.312	884.8304	2.962354983	0.4	1
6.602	45.45	926.9095	11.22452194	0.7	1
6.388	45.28	1294.7985	13.04766239	0.4	1
6.739	45.61	1254.4888	11.68385997	0.6	1
6.33	45.299	1394.3618	3.752807318	0.5	1
6.316	45.305	1546.0192	3.927659873	3.3	1
6.458	45.186	1778.8942	14.91670408	1.6	1
6.905	45.677	2490.9148	16.31852602	0.8	1
6.903	45.681	2455.5042	15.59029831	0.8	1
6.817	45.771	2856.1052	3.967545133	0.6	1
6.867	45.897	1710.4624	3.254691064	0.2	1
6.873	45.891	2191.8367	3.606761974	0.4	1
6.879	45.886	2605.929	3.913471469	0.2	1
6.883	45.882	2917.9729	4.262909216	0.4	1
6.895	45.871	3451.54	4.723310508	0.7	1
6.903	45.864	3246.696	4.044806569	1.1	1
6.922	45.857	3111.1143	4.049977505	0.8	1
6.916	45.851	3253.2773	4.197768302	0.7	1
6.923	45.845	3175.3186	4.430054993	0.7	1
6.93	45.839	2970.4541	4.065813518	0.6	1
6.94	45.829	2151.842	3.775195754	0.7	1
6.879	45.887	2557.292	3.894409137	0.3	1
6.872	45.89	2195.8047	3.447875608	0.3	1
6.869	45.893	1956.2596	3.215775594	0.4	1
6.865	45.896	1697.8835	3.174354237	0.3	1
6.858	45.9	1390.6943	2.937920334	0.3	1
6.902	45.869	3265.0276	4.479144571	1	1
6.907	45.857	3287.9146	4.272425356	0.8	1
6.928	45.85	3202.5842	4.559996613	0.5	1
6.888	45.878	3345.3303	4.522894996	0.8	1
6.95	45.828	1899.5486	12.6848576	0.7	1
6.939	45.839	2803.6082	4.225218408	0.6	1
6.94	45.837	2654.8767	4.140536644	1.1	1
6.941	45.834	2447.2134	3.865034049	0.6	1
7.044	45.872	2058.6616	13.14632643	0.6	1
6.963	45.802	1383.719	11.64192962	0.7	1
6.917	45.806	1935.6478	11.98922308	0.2	1
6.933	45.844	3157.7292	4.513092213	1.7	1
7.033	45.75	1152.4814	11.6598331	3	1
7.458	46.148	1239.0045	12.5155991	1.6	1
7.373	45.841	1261.199	13.00262867	1.1	1
7.431	45.431	873.1515	12.12213973	1.1	1
7.338	45.44	1187.0021	13.12543017	1.2	1
7.213	45.429	1991.322	14.1955092	1.8	1
7.178	45.45	1932.8658	13.92594988	2.4	1
7.267	45.513	3637.3342	23.46411085	3.1	1
7.292	45.512	3344.5913	19.84645802	4.8	1
6.285	45.379	580.1769	2.837092448	0.2	1
6.282	45.349	742.7081	2.825512151	0.2	1
6.277	45.35	953.022	3.115537704	0.2	1
6.269	45.37	761.6827	2.993001343	0.3	1
6.252	45.358	1694.5641	3.527716405	0.2	1
6.245	45.36	1608.5393	3.432571432	0.2	1
6.233	45.363	1645.1132	3.622745569	0.1	1
6.192	45.37	1894.0029	3.527936222	0.1	1
6.325	45.318	704.8237	2.884260515	0.2	1
6.342	45.299	989.0768	3.316330562	0.2	1
6.362	45.257	1057.7548	12.41117615	0.4	1
6.291	45.385	920.2772	3.041025051	0.3	1
6.266	45.357	1310.4172	3.353698699	0.1	1
6.301	45.391	1295.5474	3.389111119	0.3	1
6.307	45.317	990.3305	3.073562338	0.2	1
6.338	45.345	1401.2373	3.459535259	0.2	1
