6.858	45.9	1390.6943	1.930854105	0.5	3
7.086	46.126	586.0803	1.709312582	0.1	3
6.455795	45.558623	778.762018	1.805961226	1	3
7.116	46.149	739.8118	1.823550782	0.1	3
7.127	46.158	917.6437	1.957757359	0.1	3
6.328099	46.059218	565.046453	1.987937454	1	3
6.602726	45.713456	1224.0408	2.093139878	1	3
6.865	45.896	1697.8835	2.14893601	0.8	3
6.358177	45.866962	1093.878545	2.225024916	1	3
7.108	46.156	1263.8696	2.28567261	0.1	3
7.107	46.158	1406.104	2.41455794	0.1	3
6.428637	45.504517	1510.222211	2.467466909	1	3
6.85548	45.878595	2307.912389	2.602221226	1	3
6.43193	46.02883	1542.377452	2.673235092	1	3
6.610071	45.650896	2099.087484	2.736511355	1	3
7.023	46.2	457.4918	2.864575202	0.4	1
7.069	46.107	471.7674	2.882681737	0.6	1
6.879	45.887	2557.292	2.892039489	1	3
6.355	45.297	609.3281	2.894152678	0.4	1
7.03	46.155	582.3373	2.95587206	0.4	1
7.165	46.143	541.2501	2.967486132	0.3	1
6.285	45.379	580.1769	2.973077117	0.2	1
6.496	45.522	550.8932	2.989767812	0.3	1
6.325	45.318	704.8237	3.01371895	0.2	1
6.494	45.529	627.6216	3.070197643	0.3	1
7.164	46.164	656.8917	3.091335706	0.2	1
6.93	45.839	2970.4541	3.097227294	0.2	3
6.282	45.349	742.7081	3.099981677	0.2	1
6.922	45.857	3111.1143	3.136304695	1	3
6.269	45.37	761.6827	3.138443059	0.3	1
7.074	46.091	779.3555	3.153360115	0.4	1
6.52	45.455	840.2394	3.175620519	0.7	1
6.913091	46.154694	2507.545456	3.176286722	1	3
6.539	45.473	824.8685	3.196547683	0.2	1
6.322	45.312	884.8304	3.202048852	0.4	1
6.576	45.496	935.7536	3.247928965	0.3	1
6.527311	46.089672	528.118185	3.270319493	1	1
6.903	45.864	3246.696	3.283609419	0.6	3
6.846	45.915	1222.6893	3.287704506	0.6	1
6.907	45.857	3287.9146	3.294485227	0.8	3
6.848	45.916	1224.4786	3.296735533	0.3	1
6.277	45.35	953.022	3.305522155	0.2	1
6.307	45.317	990.3305	3.313153496	0.2	1
6.902	45.869	3265.0276	3.328443318	0.6	3
6.328099	46.059218	565.046453	3.37309419	1	1
6.555	45.712	997.7153	3.375269842	0.2	1
6.858	45.9	1390.6943	3.381513897	0.3	1
6.862	45.902	1418.4111	3.431670576	0.2	1
7.094	46.089	1108.0625	3.476917775	0.4	1
6.854	45.895	1479.5	3.490181664	0.3	1
6.895	45.871	3451.54	3.547811718	1	3
6.601	45.702	1295.3135	3.568783121	0.1	1
7.255	46.247	1207.5636	3.575216694	1	1
7.122	46.097	1205.3956	3.588143562	0.2	1
6.865	45.896	1697.8835	3.633553849	0.3	1
6.255	45.366	1275.2255	3.642225793	0.4	1
6.266	45.357	1310.4172	3.66755816	0.1	1
6.301	45.391	1295.5474	3.680511714	0.3	1
6.33	45.299	1394.3618	3.701618743	0.5	1
6.338	45.345	1401.2373	3.709774018	0.2	1
6.626	45.694	1534.2441	3.732338739	0.3	1
6.917	45.806	1935.6478	3.749501801	0.2	1
6.305	45.31	1460.5354	3.778231563	0.2	1
7.089	45.983	1950.9716	3.824685782	0.7	1
6.803679	46.086374	1561.567398	3.852247259	1	1
6.316	45.305	1546.0192	3.856544863	3.3	1
6.869	45.893	1956.2596	3.886400108	0.4	1
6.94	45.829	2151.842	3.912230619	0.7	1
6.258	45.343	1594.1429	3.922491279	0.2	1
6.308	45.402	1552.5139	3.922694305	0.2	1
6.245	45.36	1608.5393	3.957816859	0.2	1
6.368367	45.88267	1404.363166	3.95887236	1	1
6.301	45.309	1646.9521	3.963852672	0.4	1
6.233	45.363	1645.1132	3.978613058	0.1	1
6.379442	45.531406	1523.635843	3.995576053	1	1
6.117	45.208	1899.2446	4.011019623	2	1
6.626	45.606	1852.5569	4.011224446	0.8	1
6.225	45.359	1696.2103	4.028124056	0.2	1
6.252	45.358	1694.5641	4.05033682	0.2	1
6.867607	45.886591	2220.751032	4.106932215	1	1
6.872	45.89	2195.8047	4.117033811	0.3	1
6.941	45.834	2447.2134	4.184075636	0.6	1
6.874	45.888	2354.2327	4.213963466	2.8	1
6.192	45.37	1894.0029	4.233258508	0.1	1
6.810688	45.979461	2161.074455	4.241621366	1	1
6.838	45.934	2146.7727	4.252334872	0.9	1
6.254	45.348	1916.1484	4.254844863	0.4	1
6.934	45.835	2660.3467	4.377410523	0.5	1
6.94	45.837	2654.8767	4.381257012	1.1	1
6.245	45.349	2093.3457	4.424246678	0.2	1
6.879	45.887	2557.292	4.42596138	0.3	1
6.650754	45.621019	2347.610864	4.466649514	1	1
6.879	45.886	2605.929	4.468070167	0.2	1
6.771894	45.981402	2333.555202	4.481433748	1	1
6.195	45.364	2183.3096	4.508262705	0.2	1
6.939	45.839	2803.6082	4.523375741	0.6	1
7.034	46.013	2599.4963	4.534365661	0.9	1
6.202	45.378	2244.0518	4.603048632	0.1	1
6.22	45.356	2337.604	4.652507674	0.2	1
6.817	45.771	2856.1052	4.686689379	0.6	1
6.883	45.882	2917.9729	4.716747518	0.4	1
6.933	45.844	3157.7292	4.845977484	1.7	1
6.928	45.85	3202.5842	4.881256576	0.5	1
6.91	45.857	3228.186	4.89572204	0.4	1
6.903	45.864	3246.696	4.932682331	1.1	1
6.907	45.857	3287.9146	4.958753252	0.8	1
6.902	45.869	3265.0276	4.96569395	1	1
7.017	45.985	3256.7136	5.071216038	1.2	1
6.888	45.878	3345.3303	5.132171664	0.8	1
6.888	45.878	3345.3303	5.132171664	0.8	1
6.895	45.871	3451.54	5.177436366	0.7	1
6.891	45.874	3525.5679	5.259500769	1	1
6.351713	46.041404	780.771312	5.423877913	1	4
6.602726	45.713456	1224.0408	5.466057998	1	4
6.428637	45.504517	1510.222211	5.882626185	1	4
6.82	45.172	2249.6133	14.8189254	9.3	1
7.56	46.162	2111.4475	15.27668794	2.3	1
6.888	45.672	2353.0347	15.6549099	1	1
7.119	45.605	2507.9509	15.81847348	8.7	1
6.903	45.681	2455.5042	16.00920246	0.8	1
7.025	45.611	2547.1787	16.0177008	4.7	1
6.905	45.677	2490.9148	16.14950475	0.8	1
7.274	46.128	2245.2986	16.18579844	1.5	1
7.233	45.503	2824.5715	16.42521278	4.6	1
7.44	45.563	2772.1589	16.92890304	1	1
7.098	45.603	2792.9026	16.93216458	5.6	1
7.289	45.584	2876.4658	16.98105335	5.4	1
7.238	45.623	2764.906	17.09010907	3.2	1
7.238	45.621	2814.688	17.24855835	4.6	1
7.388	45.649	2899.5176	17.56329768	1	1
6.414	45.259	784.6368	23.37560283	4	2
7.357	46.219	617.5117	23.52202161	1.6	2
7.533	45.414	860.8661	24.17035315	3	2
7.033	45.75	1152.4814	24.40249388	1.9	2
6.401	45.239	1118.5776	24.74515361	4	2
6.739	45.61	1254.4888	25.2305146	1.7	2
7.441	45.171	867.6548	25.33653984	4	2
6.467	45.195	1376.9291	25.41453385	21	2
6.428	45.211	1437.8904	25.82400328	11	2
7.392	45.598	1781.45	26.38519763	3.3	2
6.458	45.186	1778.8942	26.96594105	4	2
7.43	45.885	2231.0679	28.13219044	3	2
6.888	45.672	2353.0347	29.05741664	2	2
